item_type,item_number,condition_number,item_and_condition_numbers,image_1_agent,image_2_patient,image_3_distractor,audio
Exp,5,2,item5cond2,kiss1-agent.png,kiss1-patient.png,kiss1-distract.png,Stimuli-5B.wav
Exp,5,3,item5cond3,kiss1-agent.png,kiss1-patient.png,kiss1-distract.png,Stimuli-5C.wav
Exp,5,4,item5cond4,kiss1-agent.png,kiss1-patient.png,kiss1-distract.png,Stimuli-5D.wav
Exp,5,5,item5cond5,kiss1-agent.png,kiss1-patient.png,kiss1-distract.png,Stimuli-5E.wav
Exp,5,6,item5cond6,kiss1-agent.png,kiss1-patient.png,kiss1-distract.png,Stimuli-5F.wav
Exp,6,1,item6cond1,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6A.wav
Exp,6,2,item6cond2,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6B.wav
Exp,6,3,item6cond3,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6D.wav
Exp,6,4,item6cond4,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6D.wav
Exp,6,5,item6cond5,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6E.wav
Exp,6,6,item6cond6,greet1-agent.png,greet1-patient.png,greet1-distract.png,Stimuli-6F.wav
Exp,7,1,item7cond1,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7A.wav
Exp,7,2,item7cond2,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7B.wav
Exp,7,3,item7cond3,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7C.wav
Exp,7,4,item7cond4,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7D.wav
Exp,7,5,item7cond5,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7E.wav
Exp,7,6,item7cond6,pinch1-agent.png,pinch1-patient.png,pinch1-distract.png,Stimuli-7F.wav
Exp,8,1,item8cond1,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8A.wav
Exp,8,2,item8cond2,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8B.wav
Exp,8,3,item8cond3,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8C.wav
Exp,8,4,item8cond4,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8D.wav
Exp,8,5,item8cond5,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8E.wav
Exp,8,6,item8cond6,thank1-agent.png,thank1-patient.png,thank1-distract.png,Stimuli-8F.wav
Exp,9,1,item9cond1,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9A.wav
Exp,9,2,item9cond2,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9B.wav
Exp,9,3,item9cond3,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9C.wav
Exp,9,4,item9cond4,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9D.wav
Exp,9,5,item9cond5,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9E.wav
Exp,9,6,item9cond6,brush2-agent.png,brush2-patient.png,brush2-distract.png,Stimuli-9F.wav
Exp,10,1,item10cond1,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10A.wav
Exp,10,2,item10cond2,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10B.wav
Exp,10,3,item10cond3,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10C.wav
Exp,10,4,item10cond4,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10D.wav
Exp,10,5,item10cond5,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10E.wav
Exp,10,6,item10cond6,tickle2-agent.png,tickle2-patient.png,tickle2-distract.png,Stimuli-10F.wav
Exp,11,1,item11cond1,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11A.wav
Exp,11,2,item11cond2,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11B.wav
Exp,11,3,item11cond3,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11C.wav
Exp,11,4,item11cond4,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11D.wav
Exp,11,5,item11cond5,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11E.wav
Exp,11,6,item11cond6,surprise2-agent.png,surprise2-patient.png,surprise2-distract.png,Stimuli-11F.wav
Exp,12,1,item12cond1,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12A.wav
Exp,12,2,item12cond2,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12B.wav
Exp,12,3,item12cond3,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12C.wav
Exp,12,4,item12cond4,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12D.wav
Exp,12,5,item12cond5,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12E.wav
Exp,12,6,item12cond6,dance2-agent.png,dance2-patient.png,dance2-distract.png,Stimuli-12F.wav
Exp,13,1,item13cond1,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13A.wav
Exp,13,2,item13cond2,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13B.wav
Exp,13,3,item13cond3,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13C.wav
Exp,13,4,item13cond4,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13D.wav
Exp,13,5,item13cond5,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13E.wav
Exp,13,6,item13cond6,kiss2-agent.png,kiss2-patient.png,kiss2-distract.png,Stimuli-13F.wav
Exp,14,1,item14cond1,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14A.wav
Exp,14,2,item14cond2,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14B.wav
Exp,14,3,item14cond3,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14C.wav
Exp,14,4,item14cond4,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14D.wav
Exp,14,5,item14cond5,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14E.wav
Exp,14,6,item14cond6,greet2-agent.png,greet2-patient.png,greet2-distract.png,Stimuli-14F.wav
Exp,15,1,item15cond1,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15A.wav
Exp,15,2,item15cond2,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15B.wav
Exp,15,3,item15cond3,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15C.wav
Exp,15,4,item15cond4,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15D.wav
Exp,15,5,item15cond5,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15E.wav
Exp,15,6,item15cond6,pinch2-agent.png,pinch2-patient.png,pinch2-distract.png,Stimuli-15F.wav
Exp,16,1,item16cond1,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16A.wav
Exp,16,2,item16cond2,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16B.wav
Exp,16,3,item16cond3,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16C.wav
Exp,16,4,item16cond4,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16D.wav
Exp,16,5,item16cond5,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16E.wav
Exp,16,6,item16cond6,thank2-agent.png,thank2-patient.png,thank2-distract.png,Stimuli-16F.wav
Exp,17,1,item17cond1,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17A.wav
Exp,17,2,item17cond2,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17B.wav
Exp,17,3,item17cond3,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17C.wav
Exp,17,4,item17cond4,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17D.wav
Exp,17,5,item17cond5,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17E.wav
Exp,17,6,item17cond6,wake1-agent.png,wake1-patient.png,wake1-distract.png,Stimuli-17F.wav
Exp,18,1,item18cond1,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18A.wav
Exp,18,2,item18cond2,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18B.wav
Exp,18,3,item18cond3,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18C.wav
Exp,18,4,item18cond4,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18D.wav
Exp,18,5,item18cond5,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18E.wav
Exp,18,6,item18cond6,laugh1-agent.png,laugh1-patient.png,laugh1-distract.png,Stimuli-18F.wav
Exp,19,1,item19cond1,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19A.wav
Exp,19,2,item19cond2,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19B.wav
Exp,19,3,item19cond3,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19C.wav
Exp,19,4,item19cond4,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19D.wav
Exp,19,5,item19cond5,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19E.wav
Exp,19,6,item19cond6,photograph1-agent.png,photograph1-patient.png,photograph1-distract.png,Stimuli-19F.wav
Exp,20,1,item20cond1,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20A.wav
Exp,20,2,item20cond2,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20B.wav
Exp,20,3,item20cond3,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20C.wav
Exp,20,4,item20cond4,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20D.wav
Exp,20,5,item20cond5,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20E.wav
Exp,20,6,item20cond6,follow1-agent.png,follow1-patient.png,follow1-distract.png,Stimuli-20F.wav
Exp,21,1,item21cond1,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21A.wav
Exp,21,2,item21cond2,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21B.wav
Exp,21,3,item21cond3,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21C.wav
Exp,21,4,item21cond4,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21D.wav
Exp,21,5,item21cond5,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21E.wav
Exp,21,6,item21cond6,chase1-agent.png,chase1-patient.png,chase1-distract.png,Stimuli-21F.wav
Exp,22,1,item22cond1,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22A.wav
Exp,22,2,item22cond2,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22B.wav
Exp,22,3,item22cond3,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22C.wav
Exp,22,4,item22cond4,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22D.wav
Exp,22,5,item22cond5,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22E.wav
Exp,22,6,item22cond6,point1-agent.png,point1-patient.png,point1-distract.png,Stimuli-22F.wav
Exp,23,1,item23cond1,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23A.wav
Exp,23,2,item23cond2,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23B.wav
Exp,23,3,item23cond3,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23C.wav
Exp,23,4,item23cond4,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23D.wav
Exp,23,5,item23cond5,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23E.wav
Exp,23,6,item23cond6,feed1-agent.png,feed1-patient.png,feed1-distract.png,Stimuli-23F.wav
Exp,24,1,item24cond1,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24A.wav
Exp,24,2,item24cond2,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24B.wav
Exp,24,3,item24cond3,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24C.wav
Exp,24,4,item24cond4,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24D.wav
Exp,24,5,item24cond5,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24E.wav
Exp,24,6,item24cond6,teach1-agent.png,teach1-patient.png,teach1-distract.png,Stimuli-24F.wav
Exp,25,1,item25cond1,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25A.wav
Exp,25,2,item25cond2,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25B.wav
Exp,25,3,item25cond3,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25C.wav
Exp,25,4,item25cond4,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25D.wav
Exp,25,5,item25cond5,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25E.wav
Exp,25,6,item25cond6,pester1-agent.png,pester1-patient.png,pester1-distract.png,Stimuli-25F.wav
Exp,26,1,item26cond1,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26A.wav
Exp,26,2,item26cond2,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26B.wav
Exp,26,3,item26cond3,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26C.wav
Exp,26,4,item26cond4,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26D.wav
Exp,26,5,item26cond5,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26E.wav
Exp,26,6,item26cond6,tobacco1-agent.png,tobacco1-patient.png,tobacco1-distract.png,Stimuli-26F.wav
Exp,27,1,item27cond1,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27A.wav
Exp,27,2,item27cond2,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27B.wav
Exp,27,3,item27cond3,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27C.wav
Exp,27,4,item27cond4,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27D.wav
Exp,27,5,item27cond5,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27E.wav
Exp,27,6,item27cond6,irritate1-agent.png,irritate1-patient.png,irritate1-distract.png,Stimuli-27F.wav
Exp,28,1,item28cond1,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28A.wav
Exp,28,2,item28cond2,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28B.wav
Exp,28,3,item28cond3,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28C.wav
Exp,28,4,item28cond4,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28D.wav
Exp,28,5,item28cond5,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28E.wav
Exp,28,6,item28cond6,touch1-agent.png,touch1-patient.png,touch1-distract.png,Stimuli-28F.wav
Exp,29,1,item29cond1,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29A.wav
Exp,29,2,item29cond2,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29B.wav
Exp,29,3,item29cond3,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29C.wav
Exp,29,4,item29cond4,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29D.wav
Exp,29,5,item29cond5,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29E.wav
Exp,29,6,item29cond6,massage1-agent.png,massage1-patient.png,massage1-distract.png,Stimuli-29F.wav
Exp,30,1,item30cond1,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30A.wav
Exp,30,2,item30cond2,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30B.wav
Exp,30,3,item30cond3,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30C.wav
Exp,30,4,item30cond4,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30D.wav
Exp,30,5,item30cond5,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30E.wav
Exp,30,6,item30cond6,hug1-agent.png,hug1-patient.png,hug1-distract.png,Stimuli-30F.wav
Exp,31,1,item31cond1,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31A.wav
Exp,31,2,item31cond2,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31B.wav
Exp,31,3,item31cond3,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31C.wav
Exp,31,4,item31cond4,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31D.wav
Exp,31,5,item31cond5,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31E.wav
Exp,31,6,item31cond6,push1-agent.png,push1-patient.png,push1-distract.png,Stimuli-31F.wav
Exp,32,1,item32cond1,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32A.wav
Exp,32,2,item32cond2,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32B.wav
Exp,32,3,item32cond3,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32C.wav
Exp,32,4,item32cond4,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32D.wav
Exp,32,5,item32cond5,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32E.wav
Exp,32,6,item32cond6,hit1-agent.png,hit1-patient.png,hit1-distract.png,Stimuli-32F.wav
Exp,33,1,item33cond1,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33A.wav
Exp,33,2,item33cond2,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33B.wav
Exp,33,3,item33cond3,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33C.wav
Exp,33,4,item33cond4,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33D.wav
Exp,33,5,item33cond5,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33E.wav
Exp,33,6,item33cond6,pester2-agent.png,pester2-patient.png,pester2-distract.png,Stimuli-33F.wav
Exp,34,1,item34cond1,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34A.wav
Exp,34,2,item34cond2,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34B.wav
Exp,34,3,item34cond3,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34C.wav
Exp,34,4,item34cond4,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34D.wav
Exp,34,5,item34cond5,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34E.wav
Exp,34,6,item34cond6,hug2-agent.png,hug2-patient.png,hug2-distract.png,Stimuli-34F.wav
Exp,35,1,item35cond1,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35A.wav
Exp,35,2,item35cond2,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35B.wav
Exp,35,3,item35cond3,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35C.wav
Exp,35,4,item35cond4,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35D.wav
Exp,35,5,item35cond5,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35E.wav
Exp,35,6,item35cond6,laugh2-agent.png,laugh2-patient.png,laugh2-distract.png,Stimuli-35F.wav
Exp,36,1,item36cond1,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36A.wav
Exp,36,2,item36cond2,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36B.wav
Exp,36,3,item36cond3,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36C.wav
Exp,36,4,item36cond4,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36D.wav
Exp,36,5,item36cond5,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36E.wav
Exp,36,6,item36cond6,photograph2-agent.png,photograph2-patient.png,photograph2-distract.png,Stimuli-36F.wav
Filler,37,2,item37cond2,wake2-agent.png,wake2-patient.png,wake2-distract.png,Stimuli-37G.wav
Filler,38,3,item38cond3,laugh3-agent.png,laugh3-patient.png,laugh3-distract.png,Stimuli-38G.wav
Filler,39,4,item39cond4,chase2-agent.png,chase2-patient.png,chase2-distract.png,Stimuli-39G.wav
Filler,40,5,item40cond5,point2-agent.png,point2-patient.png,point2-distract.png,Stimuli-40G.wav
Filler,41,6,item41cond6,pester3-agent.png,pester3-patient.png,pester3-distract.png,Stimuli-41G.wav
Filler,42,1,item42cond1,tobacco2-agent.png,tobacco2-patient.png,tobacco2-distract.png,Stimuli-42G.wav
Filler,43,2,item43cond2,massage2-agent.png,massage2-patient.png,massage2-distract.png,Stimuli-43G.wav
Filler,44,3,item44cond3,hug3-agent.png,hug3-patient.png,hug3-distract.png,Stimuli-44G.wav
Filler,45,4,item45cond4,thank3-agent.png,thank3-patient.png,thank3-distract.png,Stimuli-45G.wav
Filler,46,5,item46cond5,irritate2-agent.png,irritate2-patient.png,irritate2-distract.png,Stimuli-46G.wav
Filler,47,6,item47cond6,touch2-agent.png,touch2-patient.png,touch2-distract.png,Stimuli-47G.wav
Filler,48,1,item48cond1,push2-agent.png,push2-patient.png,push2-distract.png,Stimuli-48G.wav
Filler,49,2,item49cond2,hit2-agent.png,hit2-patient.png,hit2-distract.png,Stimuli-49G.wav
Filler,50,3,item50cond3,photograph3-agent.png,photograph3-patient.png,photograph3-distract.png,Stimuli-50G.wav
Filler,51,4,item51cond4,follow2-agent.png,follow2-patient.png,follow2-distract.png,Stimuli-51G.wav
Filler,52,5,item52cond5,feed2-agent.png,feed2-patient.png,feed2-distract.png,Stimuli-52G.wav
Filler,53,6,item53cond6,teach2-agent.png,teach2-patient.png,teach2-distract.png,Stimuli-53G.wav
Filler,54,1,item54cond1,greet3-agent.png,greet3-patient.png,greet3-distract.png,Stimuli-54G.wav
Filler,55,2,item55cond2,brush3-agent.png,brush3-patient.png,brush3-distract.png,Stimuli-55G.wav
Filler,56,3,item56cond3,tickle3-agent.png,tickle3-patient.png,tickle3-distract.png,Stimuli-56G.wav
Filler,57,4,item57cond4,surprise3-agent.png,surprise3-patient.png,surprise3-distract.png,Stimuli-57G.wav
Filler,58,5,item58cond5,dance3-agent.png,dance3-patient.png,dance3-distract.png,Stimuli-58G.wav
Filler,59,6,item59cond6,kiss3-agent.png,kiss3-patient.png,kiss3-distract.png,Stimuli-59G.wav
Filler,60,1,item60cond1,pinch3-agent.png,pinch3-patient.png,pinch3-distract.png,Stimuli-60G.wav
Filler,61,2,item61cond2,touch3-agent.png,touch3-patient.png,touch3-distract.png,Stimuli-61G.wav
Filler,62,3,item62cond3,feed3-agent.png,feed3-patient.png,feed3-distract.png,Stimuli-62G.wav
Filler,63,4,item63cond4,irritate3-agent.png,irritate3-patient.png,irritate3-distract.png,Stimuli-63G.wav
Practice,64,2,item64cond2,child.png,teen-girl.png,teen-boy.png,Stimuli-64P.wav
Practice,65,3,item65cond3,teen-girl.png,teen-boy.png,woman.png,Stimuli-65P.wav
Practice,66,4,item66cond4,teen-boy.png,woman.png,man.png,Stimuli-66P.wav
Practice,67,5,item67cond5,woman.png,man.png,elder.png,Stimuli-67P.wav
Practice,68,6,item68cond6,man.png,elder.png,child.png,Stimuli-68P.wav
Practice,69,1,item69cond1,elder.png,child.png,teen-girl.png,Stimuli-69P.wav
